order_id,order_date,customer_id,customer_name,email,age,gender,city,state,country,product_id,product_category,product_name,price,quantity,discount_pct,discount_value,shipping_cost,cost_of_goods_sold,revenue,profit,payment_method,marketing_channel,campaign,utm_source,device,returning_customer,days_since_last_order,order_status,delivery_time_days,acquisition_cost,customer_lifetime_value,churn_risk_score,propensity_to_buy,coupon_code,refund_flag
O5233,2024-10-19 09:59:57,C1056,Thiago Rodrigues,thiago.rodrigues56@example.com,60,F,São Paulo,PE,Brazil,P2005,Home,Ceramic Mug,396.7,2,0.0,0.0,25.0,515.71,818.4,252.69,Boleto,Organic Search,,organic,Mobile,True,200.0,Delivered,5,12.36,368.63,0.68,0.07,,False
O5795,2024-10-19 11:43:38,C1326,Isabela Nascimento,isabela.nascimento326@example.com,50,M,São Paulo,BA,Brazil,P2003,Electronics,Bluetooth Speaker,120.28,2,0.0,0.0,25.0,153.96,265.56,61.6,Pix,Social (Instagram),,social,Mobile,False,,Delivered,3,17.24,343.4,0.57,0.99,,False
O5442,2024-10-19 15:52:19,C1400,Bruno Lima,bruno.lima400@example.com,21,M,Salvador,PE,Brazil,P2022,Sports,Dumbbell Set,212.64,2,0.0,0.0,25.0,255.17,450.28,145.11,PayPal,Social (Facebook),,social,Mobile,False,,Delivered,3,33.66,99.78,0.35,0.74,,False
O5757,2024-10-21 09:43:27,C1253,Rafael Souza,rafael.souza253@example.com,37,F,Fortaleza,RS,Brazil,P2001,Electronics,Smartphone Case,18.94,1,0.0,0.0,25.0,11.17,43.94,-17.23,Pix,Paid Search,New Launch,google,Mobile,False,,Delivered,3,30.68,421.19,0.74,0.27,,False
O5758,2024-10-21 11:30:46,C1499,Eduardo Souza,eduardo.souza499@example.com,67,M,Porto Alegre,PR,Brazil,P2013,Fashion,Backpack,373.0,1,0.15,55.95,18.0,268.56,335.05,30.49,Credit Card,Social (Instagram),Holiday Promo,social,Desktop,False,,Cancelled,3,28.52,277.76,0.31,0.45,CPN15,True
O5559,2024-10-21 23:22:28,C1577,Camila Barbosa,camila.barbosa577@example.com,44,F,Recife,MG,Brazil,P2015,Beauty,Facial Cleanser,283.3,1,0.0,0.0,0.0,184.14,283.3,99.16,PayPal,Social (Facebook),Flash Sale,social,Mobile,False,,Delivered,3,12.88,441.89,0.83,0.93,,False
O5985,2024-10-22 02:19:32,C1389,Julia Carvalho,julia.carvalho389@example.com,38,M,São Paulo,CE,Brazil,P2006,Home,Throw Pillow,20.98,1,0.0,0.0,9.9,9.44,30.88,1.64,Boleto,Organic Search,,organic,Tablet,False,,Delivered,3,13.37,348.24,0.86,0.48,,False
O5961,2024-10-22 03:44:32,C1325,Carla Gomes,carla.gomes325@example.com,31,M,Florianópolis,DF,Brazil,P2002,Electronics,Portable Charger,281.78,3,0.05,42.27,9.9,515.66,812.97,277.51,PayPal,Social (Instagram),,social,Mobile,True,219.0,Delivered,3,25.01,155.21,0.26,0.53,CPN5,False
O5071,2024-10-22 07:34:42,C1415,Beatriz Oliveira,beatriz.oliveira415@example.com,19,M,Brasília,PR,Brazil,P2018,Beauty,Lipstick,415.53,2,0.0,0.0,5.0,482.01,836.06,344.05,Boleto,Social (Instagram),Summer Sale,social,Mobile,True,347.0,Returned,3,41.32,168.73,0.97,0.38,,True
O5451,2024-10-22 08:21:08,C1141,Bruno Souza,bruno.souza141@example.com,46,F,Brasília,PR,Brazil,P2012,Fashion,Sneakers,379.74,3,0.0,0.0,0.0,763.28,1139.22,375.94,Credit Card,Social (Instagram),New Launch,social,Mobile,True,295.0,Delivered,3,9.86,372.17,0.97,0.42,,False
O5347,2024-10-23 01:20:16,C1374,Felipe Santos,felipe.santos374@example.com,41,M,Rio de Janeiro,MG,Brazil,P2012,Fashion,Sneakers,379.74,1,0.0,0.0,0.0,254.43,379.74,125.31,Credit Card,Social (Instagram),Flash Sale,social,Desktop,False,,Delivered,2,41.6,221.37,0.32,0.04,,False
O5931,2024-10-23 03:32:36,C1210,Eduardo Souza,eduardo.souza210@example.com,23,Non-binary,Recife,RJ,Brazil,P2020,Sports,Yoga Mat,175.28,2,0.0,0.0,12.5,248.9,363.06,89.16,Debit Card,Social (Instagram),Summer Sale,social,Mobile,True,106.0,Delivered,5,49.58,482.38,0.96,0.49,,False
O5269,2024-10-23 10:19:27,C1017,Sofia Santos,sofia.santos17@example.com,20,M,Florianópolis,CE,Brazil,P2021,Sports,Running Shorts,304.91,3,0.0,0.0,12.5,603.72,927.23,298.51,Credit Card,Direct,Summer Sale,direct,Mobile,True,58.0,Cancelled,3,25.7,525.88,0.93,0.95,,True
O5293,2024-10-23 10:48:02,C1404,Julia Silva,julia.silva404@example.com,36,F,Recife,SC,Brazil,P2004,Electronics,Smartwatch,54.76,2,0.0,0.0,12.5,47.09,122.02,49.93,Debit Card,Social (Instagram),New Launch,social,Desktop,False,,Delivered,2,19.12,447.43,0.57,0.81,,False
O5143,2024-10-23 12:49:09,C1396,Mateus Santos,mateus.santos396@example.com,23,F,Rio de Janeiro,SP,Brazil,P2003,Electronics,Bluetooth Speaker,120.28,1,0.0,0.0,25.0,76.98,145.28,18.3,Credit Card,Paid Search,,google,Mobile,False,,Delivered,10,8.77,429.59,0.5,0.6,,False
O5360,2024-10-24 01:31:35,C1530,Gustavo Lima,gustavo.lima530@example.com,27,F,Belo Horizonte,PR,Brazil,P2018,Beauty,Lipstick,415.53,2,0.0,0.0,0.0,482.01,831.06,349.05,Boleto,Organic Search,,organic,Mobile,True,146.0,Delivered,2,45.51,470.25,0.61,0.34,,False
O5651,2024-10-24 06:19:02,C1030,Mateus Lima,mateus.lima30@example.com,55,F,Porto Alegre,RJ,Brazil,P2000,Electronics,Wireless Headphones,203.97,2,0.05,20.4,5.0,261.08,392.54,121.46,Debit Card,Social (Facebook),Summer Sale,social,Desktop,False,,Delivered,3,27.72,265.05,0.16,0.37,CPN5,False
O5195,2024-10-24 09:41:13,C1490,Thiago Silva,thiago.silva490@example.com,18,M,Rio de Janeiro,PE,Brazil,P2004,Electronics,Smartwatch,54.76,1,0.0,0.0,9.9,23.55,64.66,21.31,PayPal,Organic Search,,organic,Desktop,True,20.0,Delivered,10,36.71,424.06,0.92,0.02,,False
O5210,2024-10-25 05:55:11,C1256,Beatriz Costa,beatriz.costa256@example.com,63,F,Recife,CE,Brazil,P2019,Beauty,Nail Polish,249.17,3,0.0,0.0,5.0,343.85,752.51,398.66,PayPal,Social (Instagram),,social,Desktop,False,,Delivered,10,4.1,153.39,0.5,0.33,,False
O5062,2024-10-25 15:09:10,C1560,Thiago Costa,thiago.costa560@example.com,58,F,Brasília,BA,Brazil,P2021,Sports,Running Shorts,304.91,2,0.0,0.0,5.0,402.48,614.82,202.34,Debit Card,Social (Instagram),Abandoned Cart,social,Desktop,False,,Delivered,3,36.71,260.13,0.07,0.09,,False
O5372,2024-10-25 16:33:20,C1093,Beatriz Almeida,beatriz.almeida93@example.com,31,F,São Paulo,PR,Brazil,P2018,Beauty,Lipstick,415.53,2,0.0,0.0,9.9,482.01,840.96,339.15,PayPal,Social (Instagram),,social,Desktop,False,,Delivered,5,20.44,367.33,0.83,0.2,,False
O5838,2024-10-25 23:23:19,C1155,Laura Barbosa,laura.barbosa155@example.com,60,M,Porto Alegre,RS,Brazil,P2018,Beauty,Lipstick,415.53,1,0.0,0.0,18.0,241.01,433.53,156.52,PayPal,Social (Facebook),Summer Sale,social,Mobile,False,,Delivered,3,3.11,217.91,0.24,0.83,,False
O5992,2024-10-26 07:12:48,C1409,Bruno Fernandes,bruno.fernandes409@example.com,65,F,Porto Alegre,BA,Brazil,P2021,Sports,Running Shorts,304.91,3,0.0,0.0,5.0,603.72,919.73,306.01,PayPal,Affiliate,,affiliate,Mobile,True,5.0,Delivered,7,43.13,141.73,0.48,0.67,,False
O5365,2024-10-26 14:49:08,C1590,Gustavo Nascimento,gustavo.nascimento590@example.com,19,F,Florianópolis,BA,Brazil,P2001,Electronics,Smartphone Case,18.94,2,0.0,0.0,0.0,22.35,37.88,15.53,Credit Card,Social (Instagram),Flash Sale,social,Desktop,False,,Delivered,3,30.97,122.41,0.39,0.74,,False
O5666,2024-10-26 21:30:00,C1560,Thiago Costa,thiago.costa560@example.com,58,F,Brasília,BA,Brazil,P2013,Fashion,Backpack,373.0,3,0.0,0.0,12.5,805.68,1131.5,300.82,Boleto,Social (Instagram),,social,Desktop,True,273.0,Cancelled,2,36.71,469.42,0.81,0.94,,True
O5509,2024-10-26 22:41:59,C1245,Rafael Costa,rafael.costa245@example.com,64,M,Brasília,SP,Brazil,P2005,Home,Ceramic Mug,396.7,2,0.0,0.0,9.9,515.71,803.3,267.79,PayPal,Email,Abandoned Cart,email,Desktop,False,,Cancelled,7,45.58,201.85,0.17,0.91,,True
O5567,2024-10-26 23:16:38,C1347,Felipe Rodrigues,felipe.rodrigues347@example.com,68,F,Recife,SP,Brazil,P2014,Fashion,Sunglasses,251.75,2,0.0,0.0,9.9,216.5,513.4,277.1,Debit Card,Organic Search,,organic,Mobile,False,,Delivered,4,37.4,417.41,0.71,0.48,,False
O5155,2024-10-27 15:20:06,C1456,Thiago Nascimento,thiago.nascimento456@example.com,47,F,São Paulo,DF,Brazil,P2008,Home,Cotton Bedsheet,122.69,1,0.0,0.0,9.9,46.62,132.59,66.17,Debit Card,Organic Search,Abandoned Cart,organic,Desktop,True,357.0,Delivered,5,16.16,356.24,0.11,0.65,,False
O5850,2024-10-27 19:00:04,C1585,Daniel Rodrigues,daniel.rodrigues585@example.com,32,F,Fortaleza,MG,Brazil,P2019,Beauty,Nail Polish,249.17,2,0.0,0.0,0.0,229.24,498.34,269.1,Pix,Social (Facebook),,social,Mobile,False,,Delivered,7,30.85,321.41,0.99,0.54,,False
O5586,2024-10-27 19:18:31,C1424,Daniel Fernandes,daniel.fernandes424@example.com,32,F,São Paulo,BA,Brazil,P2004,Electronics,Smartwatch,54.76,2,0.0,0.0,9.9,47.09,119.42,52.53,PayPal,Email,Flash Sale,email,Desktop,False,,Delivered,2,28.9,82.11,0.25,0.43,,False
O5110,2024-10-29 06:34:32,C1448,Rafael Ramos,rafael.ramos448@example.com,63,Non-binary,São Paulo,PE,Brazil,P2002,Electronics,Portable Charger,281.78,1,0.0,0.0,0.0,171.89,281.78,109.89,Boleto,Organic Search,,organic,Mobile,False,,Delivered,3,21.73,317.72,0.48,0.48,,False
O5869,2024-10-29 10:21:44,C1497,Felipe Lima,felipe.lima497@example.com,42,F,São Paulo,CE,Brazil,P2002,Electronics,Portable Charger,281.78,1,0.15,42.27,9.9,171.89,249.41,57.72,Pix,Direct,,direct,Desktop,True,392.0,Delivered,3,23.57,573.26,0.67,0.18,CPN15,False
O5719,2024-10-29 23:53:36,C1494,Paula Costa,paula.costa494@example.com,19,F,Recife,RJ,Brazil,P2017,Beauty,Perfume,44.78,3,0.0,0.0,9.9,67.17,144.24,57.27,Credit Card,Email,New Launch,email,Desktop,False,,Delivered,4,40.57,221.63,0.06,0.49,,False
O5268,2024-10-30 17:17:20,C1545,Marina Fernandes,marina.fernandes545@example.com,25,M,Salvador,PR,Brazil,P2018,Beauty,Lipstick,415.53,1,0.0,0.0,12.5,241.01,428.03,162.02,Credit Card,Organic Search,,organic,Mobile,True,346.0,Delivered,3,21.33,262.85,0.96,0.64,,False
O5889,2024-10-30 23:15:41,C1590,Gustavo Nascimento,gustavo.nascimento590@example.com,19,F,Florianópolis,BA,Brazil,P2006,Home,Throw Pillow,20.98,3,0.0,0.0,0.0,28.32,62.94,34.62,Boleto,Organic Search,Abandoned Cart,organic,Mobile,False,,Delivered,5,30.97,399.94,0.88,0.97,,False
O5620,2024-11-01 01:28:01,C1438,Mateus Fernandes,mateus.fernandes438@example.com,38,M,Porto Alegre,DF,Brazil,P2017,Beauty,Perfume,44.78,1,0.0,0.0,12.5,22.39,57.28,9.89,Debit Card,Organic Search,,organic,Desktop,False,,Delivered,5,13.4,228.84,0.54,0.93,,False
O5599,2024-11-01 02:29:11,C1107,Eduardo Rodrigues,eduardo.rodrigues107@example.com,67,M,Salvador,PR,Brazil,P2015,Beauty,Facial Cleanser,283.3,3,0.15,127.49,5.0,552.44,727.41,164.97,Credit Card,Organic Search,,organic,Mobile,False,,Delivered,4,40.01,175.32,0.34,0.66,CPN15,False
O5945,2024-11-01 20:34:25,C1017,Sofia Santos,sofia.santos17@example.com,20,M,Florianópolis,CE,Brazil,P2013,Fashion,Backpack,373.0,2,0.0,0.0,5.0,537.12,751.0,203.88,Boleto,Organic Search,Abandoned Cart,organic,Desktop,True,379.0,Delivered,3,25.7,568.7,0.24,0.57,,False
O5418,2024-11-02 09:07:24,C1203,Daniel Costa,daniel.costa203@example.com,33,F,Rio de Janeiro,CE,Brazil,P2003,Electronics,Bluetooth Speaker,120.28,1,0.0,0.0,5.0,76.98,125.28,38.3,PayPal,Organic Search,Flash Sale,organic,Desktop,False,,Delivered,2,49.54,222.15,0.07,0.51,,False
O5653,2024-11-02 09:29:45,C1032,Ana Oliveira,ana.oliveira32@example.com,53,F,Belo Horizonte,MG,Brazil,P2012,Fashion,Sneakers,379.74,1,0.0,0.0,9.9,254.43,389.64,115.41,Debit Card,Social (Facebook),Holiday Promo,social,Mobile,False,,Delivered,3,6.62,320.85,0.55,0.96,,False
O5055,2024-11-02 11:49:15,C1028,Daniel Costa,daniel.costa28@example.com,49,M,Belo Horizonte,RJ,Brazil,P2003,Electronics,Bluetooth Speaker,120.28,2,0.0,0.0,9.9,153.96,250.46,76.7,Pix,Paid Search,Flash Sale,google,Mobile,False,,Delivered,2,23.49,148.72,0.36,0.41,,False
O5141,2024-11-02 13:08:07,C1509,Julia Costa,julia.costa509@example.com,21,M,Brasília,PR,Brazil,P2007,Home,LED Lamp,108.27,2,0.0,0.0,5.0,99.61,221.54,111.93,Boleto,Paid Search,Summer Sale,google,Tablet,True,276.0,Delivered,3,32.45,445.44,0.06,0.07,,False
O5613,2024-11-02 21:20:29,C1473,Julia Costa,julia.costa473@example.com,66,F,Curitiba,CE,Brazil,P2002,Electronics,Portable Charger,281.78,3,0.15,126.8,5.0,515.66,723.54,197.88,Debit Card,Paid Search,Flash Sale,google,Mobile,True,140.0,Delivered,5,9.93,312.9,0.29,0.66,CPN15,False
O5983,2024-11-03 13:45:34,C1018,Julia Fernandes,julia.fernandes18@example.com,26,M,Florianópolis,SC,Brazil,P2022,Sports,Dumbbell Set,212.64,2,0.0,0.0,5.0,255.17,430.28,165.11,Boleto,Organic Search,Flash Sale,organic,Mobile,False,,Delivered,5,11.68,429.26,0.17,0.49,,False
O5538,2024-11-03 20:20:30,C1554,Thiago Pereira,thiago.pereira554@example.com,64,M,Florianópolis,PE,Brazil,P2003,Electronics,Bluetooth Speaker,120.28,1,0.0,0.0,5.0,76.98,125.28,38.3,Credit Card,Organic Search,New Launch,organic,Desktop,False,,Delivered,2,38.63,347.88,0.58,0.59,,False
O5593,2024-11-03 20:32:04,C1008,Rafael Nascimento,rafael.nascimento8@example.com,57,M,Salvador,BA,Brazil,P2002,Electronics,Portable Charger,281.78,2,0.05,28.18,9.9,343.77,545.28,181.71,Boleto,Organic Search,,organic,Desktop,False,,Delivered,4,10.87,392.55,0.54,0.8,CPN5,False
O5135,2024-11-05 07:11:53,C1506,Eduardo Ramos,eduardo.ramos506@example.com,66,F,Recife,MG,Brazil,P2007,Home,LED Lamp,108.27,1,0.0,0.0,25.0,49.8,133.27,33.47,Debit Card,Affiliate,,affiliate,Mobile,True,293.0,Delivered,2,34.98,246.48,0.26,0.93,,False
O5074,2024-11-05 13:15:24,C1066,Thiago Silva,thiago.silva66@example.com,27,M,Porto Alegre,RJ,Brazil,P2022,Sports,Dumbbell Set,212.64,1,0.0,0.0,5.0,127.58,217.64,80.06,Boleto,Paid Search,New Launch,google,Desktop,False,,Cancelled,3,2.73,162.24,0.14,0.15,,True
O5861,2024-11-05 14:00:16,C1313,Laura Almeida,laura.almeida313@example.com,25,M,Florianópolis,RS,Brazil,P2006,Home,Throw Pillow,20.98,3,0.0,0.0,18.0,28.32,80.94,16.62,Credit Card,Organic Search,Summer Sale,organic,Desktop,True,129.0,Delivered,5,32.48,271.55,0.0,0.33,,False
O5773,2024-11-06 00:46:16,C1363,Felipe Almeida,felipe.almeida363@example.com,46,F,Brasília,PR,Brazil,P2011,Fashion,Jeans,50.3,1,0.0,0.0,25.0,36.72,75.3,-11.42,PayPal,Email,,email,Mobile,True,145.0,Delivered,3,24.15,239.72,0.65,0.23,,False
O5641,2024-11-06 00:50:37,C1045,Carla Rodrigues,carla.rodrigues45@example.com,21,F,São Paulo,SP,Brazil,P2014,Fashion,Sunglasses,251.75,3,0.1,75.53,5.0,324.76,684.72,349.96,PayPal,Organic Search,,organic,Mobile,True,179.0,Cancelled,2,24.56,273.61,0.54,0.83,CPN10,True
O5277,2024-11-06 03:53:59,C1140,Beatriz Fernandes,beatriz.fernandes140@example.com,29,F,São Paulo,PE,Brazil,P2017,Beauty,Perfume,44.78,3,0.0,0.0,5.0,67.17,139.34,62.17,Debit Card,Social (Instagram),,social,Desktop,False,,Delivered,3,4.31,257.93,0.33,0.07,,False
O5072,2024-11-06 08:08:35,C1432,Carla Lima,carla.lima432@example.com,19,M,Salvador,DF,Brazil,P2011,Fashion,Jeans,50.3,3,0.0,0.0,9.9,110.16,160.8,30.84,Credit Card,Organic Search,New Launch,organic,Desktop,True,216.0,Delivered,3,32.06,417.59,0.65,0.06,,False
O5709,2024-11-07 02:23:30,C1224,Camila Nascimento,camila.nascimento224@example.com,44,M,Fortaleza,PR,Brazil,P2014,Fashion,Sunglasses,251.75,1,0.0,0.0,5.0,108.25,256.75,138.5,Pix,Social (Facebook),Summer Sale,social,Mobile,True,314.0,Delivered,2,43.85,315.88,0.55,0.83,,False
O5570,2024-11-07 19:05:48,C1074,Sofia Nascimento,sofia.nascimento74@example.com,53,F,Brasília,RS,Brazil,P2013,Fashion,Backpack,373.0,2,0.0,0.0,18.0,537.12,764.0,190.88,Pix,Email,,email,Mobile,False,,Delivered,2,38.03,212.96,0.96,1.0,,False
O5840,2024-11-08 10:17:24,C1118,Rafael Lima,rafael.lima118@example.com,29,F,Rio de Janeiro,SP,Brazil,P2022,Sports,Dumbbell Set,212.64,1,0.05,10.63,25.0,127.58,227.01,49.43,PayPal,Social (Facebook),Abandoned Cart,social,Desktop,True,360.0,Delivered,2,35.14,426.03,0.26,0.7,CPN5,False
O5159,2024-11-08 23:20:29,C1461,Carla Costa,carla.costa461@example.com,58,F,Recife,SC,Brazil,P2003,Electronics,Bluetooth Speaker,120.28,2,0.0,0.0,12.5,153.96,253.06,74.1,Boleto,Social (Instagram),Awareness,social,Desktop,True,260.0,Delivered,4,3.32,130.94,0.87,0.89,,False
O5939,2024-11-09 04:58:00,C1144,Camila Rodrigues,camila.rodrigues144@example.com,68,M,São Paulo,CE,Brazil,P2013,Fashion,Backpack,373.0,2,0.0,0.0,0.0,537.12,746.0,208.88,Pix,Social (Facebook),,social,Desktop,False,,Delivered,5,29.72,279.68,0.53,0.7,,False
O5174,2024-11-09 08:40:37,C1348,Beatriz Nascimento,beatriz.nascimento348@example.com,48,F,Porto Alegre,MG,Brazil,P2017,Beauty,Perfume,44.78,2,0.0,0.0,12.5,44.78,102.06,32.28,PayPal,Email,Awareness,email,Mobile,False,,Cancelled,3,10.89,310.07,0.63,0.42,,True
O5010,2024-11-09 17:30:05,C1290,Laura Nascimento,laura.nascimento290@example.com,42,F,Rio de Janeiro,PR,Brazil,P2017,Beauty,Perfume,44.78,3,0.0,0.0,5.0,67.17,139.34,62.17,PayPal,Organic Search,Abandoned Cart,organic,Mobile,False,,Delivered,5,24.88,390.95,0.55,0.07,,False
O5547,2024-11-10 11:05:38,C1035,Rafael Carvalho,rafael.carvalho35@example.com,65,M,São Paulo,RJ,Brazil,P2015,Beauty,Facial Cleanser,283.3,1,0.0,0.0,25.0,184.14,308.3,74.16,Credit Card,Social (Instagram),Summer Sale,social,Mobile,False,,Delivered,3,48.34,385.31,0.52,0.22,,False
O5370,2024-11-10 21:05:05,C1324,Camila Fernandes,camila.fernandes324@example.com,26,F,Belo Horizonte,RJ,Brazil,P2002,Electronics,Portable Charger,281.78,1,0.0,0.0,9.9,171.89,291.68,99.99,Credit Card,Email,Flash Sale,email,Desktop,False,,Delivered,3,12.73,472.91,0.04,0.5,,False
O5778,2024-11-11 15:43:40,C1215,Felipe Carvalho,felipe.carvalho215@example.com,41,M,Belo Horizonte,BA,Brazil,P2009,Home,Kitchen Knife,214.64,1,0.0,0.0,9.9,137.37,224.54,67.37,Pix,Social (Instagram),Awareness,social,Desktop,True,34.0,Delivered,5,37.9,498.64,0.42,0.58,,False
O5191,2024-11-11 15:56:12,C1393,Bruno Lima,bruno.lima393@example.com,42,M,Brasília,DF,Brazil,P2008,Home,Cotton Bedsheet,122.69,2,0.0,0.0,5.0,93.24,250.38,147.14,Credit Card,Social (Instagram),Awareness,social,Mobile,False,,Delivered,5,36.56,348.0,0.18,0.82,,False
O5910,2024-11-11 18:04:24,C1165,Paula Ramos,paula.ramos165@example.com,57,F,São Paulo,CE,Brazil,P2004,Electronics,Smartwatch,54.76,1,0.05,2.74,12.5,23.55,64.52,15.97,Credit Card,Social (Instagram),Abandoned Cart,social,Mobile,False,,Delivered,2,40.39,159.54,0.54,0.28,CPN5,False
